manufacturer,range,model,capcode,derivative,introduced,discontinued,doors,drivetrain,transmission,fueltype,bodystyle
"BENTLEY","CONTINENTAL GTC","CONTINENTAL GTC CONVERTIBLE","BYCC40V8C2VPTA4 2","4.0 V8 2dr Auto [City Spec]","Thu Aug 01 00:00:00 BST 2019","","2","4","A","P","Sports"
"BENTLEY","CONTINENTAL GTC","CONTINENTAL GTC CONVERTIBLE","BYCC601CT2VPTA4 2","6.0 W12 Mulliner Driving Spec 2dr Auto [City+Tour]","Thu Aug 01 00:00:00 BST 2019","","2","4","A","P","Sports"
"BENTLEY","CONTINENTAL GTC","CONTINENTAL GTC CONVERTIBLE","BYCC60WMT2VPTA4 2","6.0 W12 Mulliner Driving Spec 2dr Auto [Tour Spec]","Thu Aug 01 00:00:00 BST 2019","","2","4","A","P","Sports"
"BENTLEY","CONTINENTAL GTC","CONTINENTAL GTC CONVERTIBLE","BYCC60WMC2VPTA4 2","6.0 W12 Mulliner Driving Spec 2dr Auto [City Spec]","Thu Aug 01 00:00:00 BST 2019","","2","4","A","P","Sports"
"BENTLEY","CONTINENTAL GTC","CONTINENTAL GTC CONVERTIBLE","BYCC40V8M2VPTA4 2","4.0 V8 Mulliner Driving Spec 2dr Auto","Thu Jun 06 00:00:00 BST 2019","","2","4","A","P","Sports"
"BENTLEY","CONTINENTAL GTC","CONTINENTAL GTC CONVERTIBLE","BYCC60W1T2VPTA4 2","6.0 W12 2dr Auto [Touring Spec]","Thu Aug 01 00:00:00 BST 2019","","2","4","A","P","Sports"
"BENTLEY","CONTINENTAL GTC","CONTINENTAL GTC CONVERTIBLE","BYCC60WCT2VPTA4 2","6.0 W12 2dr Auto [City+Touring Spec]","Thu Aug 01 00:00:00 BST 2019","","2","4","A","P","Sports"
"FIAT","500X","500X HATCHBACK SPECIAL EDITIONS","FI5X10SDN5HPTM  1","1.0 S Design 5dr [Nav]","Thu Nov 15 00:00:00 GMT 2018","Wed Jul 31 00:00:00 BST 2019","5","F","M","P","Hatchback"
"FIAT","500X","500X HATCHBACK SPECIAL EDITIONS","FI5X10A125HPTM  1","1.0 120th Anniversary 5dr","Fri Mar 01 00:00:00 GMT 2019","Mon Jul 01 00:00:00 BST 2019","5","F","M","P","Hatchback"
"FIAT","500X","500X HATCHBACK SPECIAL EDITIONS","FI5X13A125HPTA  1","1.3 120th Anniversary 5dr DCT","Sat Jun 01 00:00:00 BST 2019","","5","F","A","P","Hatchback"
"FIAT","500X","500X HATCHBACK SPECIAL EDITIONS","FI5X13SDN5HPTA  1","1.3 S Design 5dr DCT [Nav]","Thu Nov 15 00:00:00 GMT 2018","Wed Jul 31 00:00:00 BST 2019","5","F","A","P","Hatchback"
"FIAT","500X","500X HATCHBACK SPECIAL EDITIONS","FI5X10SDE5HPTM  1","1.0 S Design 5dr","Thu Nov 15 00:00:00 GMT 2018","Mon Jul 01 00:00:00 BST 2019","5","F","M","P","Hatchback"
"FIAT","500X","500X HATCHBACK SPECIAL EDITIONS","FI5X13SDE5HPTA  1","1.3 S Design 5dr DCT","Thu Nov 15 00:00:00 GMT 2018","Mon Jul 01 00:00:00 BST 2019","5","F","A","P","Hatchback"
"AUDI","E-TRON","E-TRON ESTATE","AUET00SP 5EE A4","230kW 50 Quattro 71kWh Sport 5dr Auto","Sun Dec 01 00:00:00 GMT 2019","","5","4","A","E","Estate"
"AUDI","E-TRON","E-TRON ESTATE","AUET00   5EE A4","300kW 55 Quattro 95kWh 5dr Auto","Tue Jan 01 00:00:00 GMT 2019","","5","4","A","E","Estate"
"AUDI","E-TRON","E-TRON ESTATE","AUET00SL 5EE A4","230kW 50 Quattro 71kWh S Line 5dr Auto","Sun Dec 01 00:00:00 GMT 2019","","5","4","A","E","Estate"
"AUDI","E-TRON","E-TRON ESTATE","AUET00TEK5EE A4","230kW 50 Quattro71kWh Technik 5dr Auto","Sun Dec 01 00:00:00 GMT 2019","","5","4","A","E","Estate"
"MERCEDES-BENZ","A CLASS","A CLASS AMG HATCHBACK","MEAC20P355HPTA4 6","A35 4Matic Premium 5dr Auto","Fri Mar 01 00:00:00 GMT 2019","","5","4","A","P","Hatchback"
"MERCEDES-BENZ","A CLASS","A CLASS AMG HATCHBACK","MEAC204S45HPTA4 6","A45 S 4Matic+ 5dr Auto","Mon Oct 14 00:00:00 BST 2019","","5","4","A","P","Hatchback"
"MERCEDES-BENZ","A CLASS","A CLASS AMG HATCHBACK","MEAC20PS45HPTA4 6","A45 S 4Matic+ Plus 5dr Auto","Mon Oct 14 00:00:00 BST 2019","","5","4","A","P","Hatchback"
"MERCEDES-BENZ","A CLASS","A CLASS AMG HATCHBACK","MEAC20A355HPTA4 6","A35 4Matic 5dr Auto","Fri Mar 01 00:00:00 GMT 2019","","5","4","A","P","Hatchback"
"MERCEDES-BENZ","A CLASS","A CLASS AMG HATCHBACK","MEAC20E355HPTA4 6","A35 4Matic Executive 5dr Auto","Fri Mar 01 00:00:00 GMT 2019","","5","4","A","P","Hatchback"
"MERCEDES-BENZ","A CLASS","A CLASS AMG HATCHBACK","MEAC20L355HPTA4 6","A35 4Matic Premium Plus 5dr Auto","Fri Mar 01 00:00:00 GMT 2019","","5","4","A","P","Hatchback"
"AUDI","E-TRON","E-TRON ESTATE SPECIAL EDITIONS","AUET00ED15EE A4","300kW 55 Quattro 95kWh Edition 1 5dr Auto","Tue Jan 01 00:00:00 GMT 2019","Fri May 31 00:00:00 BST 2019","5","4","A","E","Estate"
"AUDI","E-TRON","E-TRON ESTATE SPECIAL EDITIONS","AUET00LEN5EE A4","230kW 50 Quattro 71kWh Launch Edition 5dr Auto","Sun Dec 01 00:00:00 GMT 2019","","5","4","A","E","Estate"
"AUDI","E-TRON","E-TRON ESTATE SPECIAL EDITIONS","AUET00LED5EE A4","300kW 55 Quattro 95kWh Launch Edition 5dr Auto","Tue Jan 01 00:00:00 GMT 2019","","5","4","A","E","Estate"
"BMW","8 SERIES","8 SERIES DIESEL CONVERTIBLE","BM8S30ULP2VDTA4","840d xDrive 2dr Auto [Ultimate Pack]","Fri Nov 01 00:00:00 GMT 2019","","2","4","A","D","Sports"
"BMW","8 SERIES","8 SERIES DIESEL CONVERTIBLE","BM8S30   2VDTA4","840d xDrive 2dr Auto","Sat Apr 13 00:00:00 BST 2019","","2","4","A","D","Sports"
"BMW","8 SERIES","8 SERIES CONVERTIBLE","BM8S44ULP2VPTA4","M850i xDrive 2dr Auto [Ultimate Pack]","Fri Nov 01 00:00:00 GMT 2019","","2","4","A","P","Sports"
"BMW","8 SERIES","8 SERIES CONVERTIBLE","BM8S30   2VPTA","840i sDrive 2dr Auto","Mon Jul 01 00:00:00 BST 2019","","2","R","A","P","Sports"
"BMW","8 SERIES","8 SERIES CONVERTIBLE","BM8S30ULP2VPTA","840i sDrive 2dr Auto [Ultimate Pack]","Fri Nov 01 00:00:00 GMT 2019","","2","R","A","P","Sports"
"BMW","8 SERIES","8 SERIES CONVERTIBLE","BM8S44   2VPTA4","M850i xDrive 2dr Auto","Sat Apr 13 00:00:00 BST 2019","","2","4","A","P","Sports"
"SSANGYONG","TIVOLI","TIVOLI XLV ESTATE SPECIAL EDITION","SSTX16UL 5EPIA","1.6 Ultimate 5dr Auto","Mon Oct 01 00:00:00 BST 2018","Sun Mar 31 00:00:00 GMT 2019","5","F","A","P","Estate"
"SSANGYONG","TIVOLI","TIVOLI XLV ESTATE SPECIAL EDITION","SSTX16UL 5EDTM4","1.6 D Ultimate 5dr 4X4","Mon Oct 01 00:00:00 BST 2018","Sun Mar 31 00:00:00 GMT 2019","5","4","M","D","Estate"
"SSANGYONG","TIVOLI","TIVOLI XLV ESTATE SPECIAL EDITION","SSTX16UL 5EDTA","1.6 D Ultimate 5dr Auto","Mon Oct 01 00:00:00 BST 2018","Sun Mar 31 00:00:00 GMT 2019","5","F","A","D","Estate"
"SSANGYONG","TIVOLI","TIVOLI XLV ESTATE SPECIAL EDITION","SSTX16UL 5EDTM","1.6 D Ultimate 5dr","Mon Oct 01 00:00:00 BST 2018","Sun Mar 31 00:00:00 GMT 2019","5","F","M","D","Estate"
"SSANGYONG","TIVOLI","TIVOLI XLV ESTATE SPECIAL EDITION","SSTX16UL 5EPIM","1.6 Ultimate 5dr","Mon Oct 01 00:00:00 BST 2018","Sun Mar 31 00:00:00 GMT 2019","5","F","M","P","Estate"
"SUZUKI","JIMNY","JIMNY ESTATE","SIJI15SZ43EPIM4 1","1.5 SZ4 ALLGRIP 3dr","Tue Jan 01 00:00:00 GMT 2019","","3","4","M","P","4x4"
"SUZUKI","JIMNY","JIMNY ESTATE","SIJI15SZ53EPIA4 1","1.5 SZ5 ALLGRIP Auto 3dr","Tue Jan 01 00:00:00 GMT 2019","","3","4","A","P","4x4"
"SUZUKI","JIMNY","JIMNY ESTATE","SIJI15SZ53EPIM4 1","1.5 SZ5 ALLGRIP 3dr","Tue Jan 01 00:00:00 GMT 2019","","3","4","M","P","4x4"
"SEAT","TARRACO","TARRACO ESTATE","SETR15SEF5EPIM","1.5 TSI EVO SE First Edition 5dr","Tue Jan 01 00:00:00 GMT 2019","Mon Jul 01 00:00:00 BST 2019","5","F","M","P","Estate"
"SEAT","TARRACO","TARRACO ESTATE","SETR15SEY5EPIM","1.5 TSI EVO SE Technology 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","P","Estate"
"SEAT","TARRACO","TARRACO ESTATE","SETR15SE 5EPIM","1.5 TSI EVO SE 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","P","Estate"
"SEAT","TARRACO","TARRACO ESTATE","SETR20XCE5EPIA4","2.0 TSI Xcellence 5dr DSG 4Drive","Tue Jan 01 00:00:00 GMT 2019","","5","4","A","P","Estate"
"SEAT","TARRACO","TARRACO ESTATE","SETR20XCL5EPIA4","2.0 TSI Xcellence Lux 5dr DSG 4Drive","Tue Jan 01 00:00:00 GMT 2019","","5","4","A","P","Estate"
"SEAT","TARRACO","TARRACO ESTATE","SETR20XEP5EPIA4","2.0 TSI Xcellence First Ed Plus 5dr DSG 4Drive","Tue Jan 01 00:00:00 GMT 2019","Mon Jul 01 00:00:00 BST 2019","5","4","A","P","Estate"
"SEAT","TARRACO","TARRACO ESTATE","SETR15XEF5EPIM","1.5 TSI EVO Xcellence First Edition 5dr","Tue Jan 01 00:00:00 GMT 2019","Mon Jul 01 00:00:00 BST 2019","5","F","M","P","Estate"
"SEAT","TARRACO","TARRACO ESTATE","SETR15XCL5EPIM","1.5 TSI EVO Xcellence Lux 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","P","Estate"
"SEAT","TARRACO","TARRACO ESTATE","SETR15XCE5EPIM","1.5 TSI EVO Xcellence 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","P","Estate"
"SEAT","TARRACO","TARRACO DIESEL ESTATE","SETR20XEF5EDTM","2.0 TDI Xcellence First Edition 5dr","Tue Jan 01 00:00:00 GMT 2019","Mon Jul 01 00:00:00 BST 2019","5","F","M","D","Estate"
"SEAT","TARRACO","TARRACO DIESEL ESTATE","SETR20XCL5EDTA4","2.0 TDI Xcellence Lux 5dr DSG 4Drive","Tue Jan 01 00:00:00 GMT 2019","","5","4","A","D","Estate"
"SEAT","TARRACO","TARRACO DIESEL ESTATE","SETR20XCL5EDTM","2.0 TDI Xcellence Lux 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","D","Estate"
"SEAT","TARRACO","TARRACO DIESEL ESTATE","SETR20XCE5EDTA4","2.0 TDI Xcellence 5dr DSG 4Drive","Tue Jan 01 00:00:00 GMT 2019","","5","4","A","D","Estate"
"SEAT","TARRACO","TARRACO DIESEL ESTATE","SETR20XCE5EDTM","2.0 TDI Xcellence 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","D","Estate"
"SEAT","TARRACO","TARRACO DIESEL ESTATE","SETR20SEY5EDTA4","2.0 TDI SE Technology 5dr DSG 4Drive","Tue Jan 01 00:00:00 GMT 2019","","5","4","A","D","Estate"
"SEAT","TARRACO","TARRACO DIESEL ESTATE","SETR20SEY5EDTM","2.0 TDI SE Technology 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","D","Estate"
"SEAT","TARRACO","TARRACO DIESEL ESTATE","SETR20SE 5EDTM","2.0 TDI SE 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","D","Estate"
"SEAT","TARRACO","TARRACO DIESEL ESTATE","SETR20SE 5EDTA4","2.0 TDI SE 5dr DSG 4Drive","Tue Jan 01 00:00:00 GMT 2019","","5","4","A","D","Estate"
"SEAT","TARRACO","TARRACO DIESEL ESTATE","SETR20XEP5EDTA4","2.0 TDI 190 Xcellence First Ed Plus 5dr DSG 4Drive","Tue Jan 01 00:00:00 GMT 2019","Mon Jul 01 00:00:00 BST 2019","5","4","A","D","Estate"
"SEAT","TARRACO","TARRACO DIESEL ESTATE","SETR209XL5EDTA4","2.0 TDI 190 Xcellence Lux 5dr DSG 4Drive","Tue Jan 01 00:00:00 GMT 2019","","5","4","A","D","Estate"
"SEAT","TARRACO","TARRACO DIESEL ESTATE","SETR209XC5EDTA4","2.0 TDI 190 Xcellence 5dr DSG 4Drive","Tue Jan 01 00:00:00 GMT 2019","","5","4","A","D","Estate"
"RENAULT","KADJAR","KADJAR HATCHBACK","R1KJ13GL65HPTM  1","1.3 TCE 160 GT Line 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","P","Hatchback"
"RENAULT","KADJAR","KADJAR HATCHBACK","R1KJ13ICO5HPTA  1","1.3 TCE Iconic 5dr EDC","Tue Jan 01 00:00:00 GMT 2019","","5","F","A","P","Hatchback"
"RENAULT","KADJAR","KADJAR HATCHBACK","R1KJ13ICO5HPTM  1","1.3 TCE Iconic 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","P","Hatchback"
"RENAULT","KADJAR","KADJAR HATCHBACK","R1KJ13PL 5HPTA  1","1.3 TCE Play 5dr EDC","Tue Jan 01 00:00:00 GMT 2019","","5","F","A","P","Hatchback"
"RENAULT","KADJAR","KADJAR HATCHBACK","R1KJ13SE65HPTM  1","1.3 TCE 160 S Edition 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","P","Hatchback"
"RENAULT","KADJAR","KADJAR HATCHBACK","R1KJ13IC65HPTM  1","1.3 TCE 160 Iconic 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","P","Hatchback"
"RENAULT","KADJAR","KADJAR HATCHBACK","R1KJ13PL65HPTM  1","1.3 TCE 160 Play 5dr","Tue Jan 01 00:00:00 GMT 2019","Tue Oct 01 00:00:00 BST 2019","5","F","M","P","Hatchback"
"RENAULT","KADJAR","KADJAR HATCHBACK","R1KJ13GL 5HPTA  1","1.3 TCE GT Line 5dr EDC","Tue Jan 01 00:00:00 GMT 2019","","5","F","A","P","Hatchback"
"RENAULT","KADJAR","KADJAR HATCHBACK","R1KJ13GL 5HPTM  1","1.3 TCE GT Line 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","P","Hatchback"
"RENAULT","KADJAR","KADJAR HATCHBACK","R1KJ13SED5HPTA  1","1.3 TCE S Edition 5dr EDC","Tue Jan 01 00:00:00 GMT 2019","","5","F","A","P","Hatchback"
"RENAULT","KADJAR","KADJAR HATCHBACK","R1KJ13PL 5HPTM  1","1.3 TCE Play 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","P","Hatchback"
"RENAULT","KADJAR","KADJAR HATCHBACK","R1KJ13SED5HPTM  1","1.3 TCE S Edition 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","P","Hatchback"
"RENAULT","KADJAR","KADJAR DIESEL HATCHBACK","R1KJ15GL 5HDTA  1","1.5 Blue dCi GT Line 5dr EDC","Tue Jan 01 00:00:00 GMT 2019","","5","F","A","D","Hatchback"
"RENAULT","KADJAR","KADJAR DIESEL HATCHBACK","R1KJ15ICO5HDTM  1","1.5 Blue dCi Iconic 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","D","Hatchback"
"RENAULT","KADJAR","KADJAR DIESEL HATCHBACK","R1KJ15ICO5HDTA  1","1.5 Blue dCi Iconic 5dr EDC","Tue Jan 01 00:00:00 GMT 2019","","5","F","A","D","Hatchback"
"RENAULT","KADJAR","KADJAR DIESEL HATCHBACK","R1KJ15SED5HDTM  1","1.5 Blue dCi S Edition 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","D","Hatchback"
"RENAULT","KADJAR","KADJAR DIESEL HATCHBACK","R1KJ15SED5HDTA  1","1.5 Blue dCi S Edition 5dr EDC","Tue Jan 01 00:00:00 GMT 2019","","5","F","A","D","Hatchback"
"RENAULT","KADJAR","KADJAR DIESEL HATCHBACK","R1KJ15GL 5HDTM  1","1.5 Blue dCi GT Line 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","D","Hatchback"
"RENAULT","KADJAR","KADJAR DIESEL HATCHBACK","R1KJ15PL 5HDTA  1","1.5 Blue dCi Play 5dr EDC","Tue Jan 01 00:00:00 GMT 2019","","5","F","A","D","Hatchback"
"RENAULT","KADJAR","KADJAR DIESEL HATCHBACK","R1KJ15PL 5HDTM  1","1.5 Blue dCi Play 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","D","Hatchback"
"RENAULT","KADJAR","KADJAR DIESEL HATCHBACK","R1KJ17GL 5HDTM  1","1.7 Blue dCi GT Line 5dr","Tue Jan 01 00:00:00 GMT 2019","","5","F","M","D","Hatchback"
"RENAULT","KADJAR","KADJAR DIESEL HATCHBACK","R1KJ17GL 5HDTM4 1","1.7 Blue dCi GT Line 5dr 4WD","Tue Jan 01 00:00:00 GMT 2019","","5","4","M","D","Hatchback"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25EPJ5EHIA4 7","2.5 VVT-i Hybrid Excel 5dr CVT [Pan Roof/JBL+PVM]","Fri Mar 01 00:00:00 GMT 2019","","5","4","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25ICO5EHIA  7","2.5 VVT-i Hybrid Icon 5dr CVT 2WD","Fri Mar 01 00:00:00 GMT 2019","","5","F","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25ICN5EHIA  7","2.5 VVT-i Hybrid Icon 5dr CVT [Nav] 2WD","Fri Mar 01 00:00:00 GMT 2019","","5","F","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25DES5EHIA  7","2.5 VVT-i Hybrid Design 5dr CVT 2WD","Fri Mar 01 00:00:00 GMT 2019","","5","F","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25DES5EHIA4 7","2.5 VVT-i Hybrid Design 5dr CVT","Fri Mar 01 00:00:00 GMT 2019","","5","4","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25EXL5EHIA  7","2.5 VVT-i Hybrid Excel 5dr CVT 2WD","Fri Mar 01 00:00:00 GMT 2019","","5","F","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25EXR5EHIA  7","2.5 VVT-i Hybrid Excel 5dr CVT [Pan Roof] 2WD","Fri Mar 01 00:00:00 GMT 2019","","5","F","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25EJP5EHIA  7","2.5 VVT-i Hybrid Excel 5dr CVT [JBL + PVM] 2WD","Fri Mar 01 00:00:00 GMT 2019","","5","F","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25EPJ5EHIA  7","2.5 VVT-i Hybrid Excel 5dr CVT [PanRf/JBL+PVM] 2WD","Fri Mar 01 00:00:00 GMT 2019","","5","F","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25EXL5EHIA4 7","2.5 VVT-i Hybrid Excel 5dr CVT","Fri Mar 01 00:00:00 GMT 2019","","5","4","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25EXR5EHIA4 7","2.5 VVT-i Hybrid Excel 5dr CVT [Pan Roof]","Fri Mar 01 00:00:00 GMT 2019","","5","4","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25EJP5EHIA4 7","2.5 VVT-i Hybrid Excel 5dr CVT [JBL + PVM]","Fri Mar 01 00:00:00 GMT 2019","","5","4","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25DYN5EHIA  7","2.5 VVT-i Hybrid Dynamic 5dr CVT 2WD","Fri Mar 01 00:00:00 GMT 2019","","5","F","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25DIP5EHIA  7","2.5 VVT-i Hybrid Dynamic 5dr CVT [Pan Roof] 2WD","Fri Mar 01 00:00:00 GMT 2019","","5","F","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25DJP5EHIA  7","2.5 VVT-i Hybrid Dynamic 5dr CVT [JBL + PVM] 2WD","Fri Mar 01 00:00:00 GMT 2019","","5","F","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25DPJ5EHIA  7","2.5 VVT-i Hybrid Dynamic 5dr CVT [PaR/JBL+PVM] 2WD","Fri Mar 01 00:00:00 GMT 2019","","5","F","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25DYN5EHIA4 7","2.5 VVT-i Hybrid Dynamic 5dr CVT","Fri Mar 01 00:00:00 GMT 2019","","5","4","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25DIP5EHIA4 7","2.5 VVT-i Hybrid Dynamic 5dr CVT [Pan Roof]","Fri Mar 01 00:00:00 GMT 2019","","5","4","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25DJP5EHIA4 7","2.5 VVT-i Hybrid Dynamic 5dr CVT [JBL + PVM]","Fri Mar 01 00:00:00 GMT 2019","","5","4","A","H","4x4"
"TOYOTA","RAV4","RAV4 ESTATE","TORA25DPJ5EHIA4 7","2.5 VVT-i Hybrid Dynamic 5dr CVT [Pan Rf/JBL+PVM]","Fri Mar 01 00:00:00 GMT 2019","","5","4","A","H","4x4"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO12DSP5HPTM  8","1.2T VVT-i Design 5dr [Panoramic Roof]","Sat Dec 01 00:00:00 GMT 2018","Tue Oct 15 00:00:00 BST 2019","5","F","M","P","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO12DES5HPTM  8","1.2T VVT-i Design 5dr","Sat Dec 01 00:00:00 GMT 2018","Tue Oct 15 00:00:00 BST 2019","5","F","M","P","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO20EXJ5HHIA  8","2.0 VVT-i Hybrid Excel 5dr CVT [JBL]","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO20EXL5HHIA  8","2.0 VVT-i Hybrid Excel 5dr CVT","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO18GSP5HHIA  8","1.8 VVT-i Hybrid GR Sport 5dr CVT","Tue Oct 15 00:00:00 BST 2019","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO18GSB5HHIA  8","1.8 VVT-i Hybrid GR Sport 5dr CVT [Bi-tone]","Tue Oct 15 00:00:00 BST 2019","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO18EXL5HHIA  8","1.8 VVT-i Hybrid Excel 5dr CVT","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO18EXB5HHIA  8","1.8 VVT-i Hybrid Excel 5dr CVT [Bi-tone]","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO18EXR5HHIA  8","1.8 VVT-i Hybrid Excel 5dr CVT [Panoramic Roof]","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO20DES5HHIA  8","2.0 VVT-i Hybrid Design 5dr CVT","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO20EJP5HHIA  8","2.0 VVT-i Hybrid Excel 5dr CVT [JBL/Pan Roof]","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO20DSP5HHIA  8","2.0 VVT-i Hybrid Design 5dr CVT [Panoramic Roof]","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO20GSP5HHIA  8","2.0 VVT-i Hybrid GR Sport 5dr CVT","Tue Oct 15 00:00:00 BST 2019","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO20GSB5HHIA  8","2.0 VVT-i Hybrid GR Sport 5dr CVT [Bi-tone]","Tue Oct 15 00:00:00 BST 2019","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO12ICT5HPTM  8","1.2T VVT-i Icon Tech 5dr","Sat Dec 01 00:00:00 GMT 2018","Tue Oct 15 00:00:00 BST 2019","5","F","M","P","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO12ICO5HPTM  8","1.2T VVT-i Icon 5dr","Sat Dec 01 00:00:00 GMT 2018","Tue Oct 15 00:00:00 BST 2019","5","F","M","P","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO18DSP5HHIA  8","1.8 VVT-i Hybrid Design 5dr CVT [Panoramic Roof]","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO20EJB5HHIA  8","2.0 VVT-i Hybrid Excel 5dr CVT [JBL/Bi-tone]","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO18DES5HHIA  8","1.8 VVT-i Hybrid Design 5dr CVT","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO18ICT5HHIA  8","1.8 VVT-i Hybrid Icon Tech 5dr CVT","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO20EXR5HHIA  8","2.0 VVT-i Hybrid Excel 5dr CVT [Panoramic Roof]","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO20EXB5HHIA  8","2.0 VVT-i Hybrid Excel 5dr CVT [Bi-tone]","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA HATCHBACK","TOCO18ICO5HHIA  8","1.8 VVT-i Hybrid Icon 5dr CVT","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Hatchback"
"TOYOTA","COROLLA","COROLLA TOURING SPORT","TOCO20GSP5EHIA  8","2.0 VVT-i Hybrid GR Sport 5dr CVT","Tue Oct 15 00:00:00 BST 2019","","5","F","A","H","Estate"
"TOYOTA","COROLLA","COROLLA TOURING SPORT","TOCO18EXL5EHIA  8","1.8 VVT-i Hybrid Excel 5dr CVT","Sat Dec 01 00:00:00 GMT 2018","","5","F","A","H","Estate"
