manufacturer,range,model,capcode,derivative,introduced,discontinued,doors,drivetrain,transmission,fueltype,bodystyle
"MORGAN","PLUS FOUR","PLUS FOUR TOURER","MOP420S4 2TPIM  1","[154] 2dr [4 seats]","Wed Apr 01 00:00:00 BST 2015","","2","R","M","P","Sports"
"MORGAN","PLUS FOUR","PLUS FOUR TOURER","MOP4202  2TPIM  1","[154] 2dr","Wed Apr 01 00:00:00 BST 2015","","2","R","M","P","Sports"
"FIAT","500","500 HATCHBACK","FI5012PSR3HPIA","1.2 Pop Star 3dr Dualogic","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","3","F","A","P","Hatchback"
"FIAT","500","500 HATCHBACK","FI5009PSR3HPTM","0.9 TwinAir Pop Star 3dr","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","3","F","M","P","Hatchback"
"FIAT","500","500 HATCHBACK","FI5009PSR3HPTA","0.9 TwinAir Pop Star 3dr Dualogic","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","3","F","A","P","Hatchback"
"FIAT","500","500 HATCHBACK","FI5009PS53HPTM","0.9 TwinAir 105 Pop Star 3dr","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","3","F","M","P","Hatchback"
"FIAT","500","500 HATCHBACK","FI5012PSR3HPIM","1.2 Pop Star 3dr","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","3","F","M","P","Hatchback"
"FIAT","500","500 DIESEL HATCHBACK","FI5012PS93HDTM","1.3 Multijet 95 Pop Star 3dr","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","3","F","M","D","Hatchback"
"CITROEN","C5","C5 DIESEL SALOON","CIC520V5T4SDTM","2.0 BlueHDi 16V VTR+ [150] 4dr [Techno Pack]","Wed Jul 01 00:00:00 BST 2015","Tue May 01 00:00:00 BST 2018","4","F","M","D","Saloon"
"CITROEN","C5","C5 DIESEL SALOON","CIC520E5T4SDTM","2.0 BlueHDi 16V Exclusive [150] 4dr [Techno Pack]","Wed Jul 01 00:00:00 BST 2015","Tue May 01 00:00:00 BST 2018","4","F","M","D","Saloon"
"CITROEN","C5","C5 DIESEL SALOON","CIC520E8T4SDTA","2.0 BlueHDI 16V Exclusive 180 4dr EAT6 Techno Pk","Wed Jul 01 00:00:00 BST 2015","Tue May 01 00:00:00 BST 2018","4","F","A","D","Saloon"
"CITROEN","C5","C5 DIESEL TOURER","CIC520V5T5TDTM","2.0 BlueHDi 16V VTR+ [150] 5dr [Techno Pack]","Wed Jul 01 00:00:00 BST 2015","Tue May 01 00:00:00 BST 2018","5","F","M","D","Estate"
"CITROEN","C5","C5 DIESEL TOURER","CIC520E5T5TDTM","2.0 BlueHDi 16V Exclusive [150] 5dr [Techno Pack]","Wed Jul 01 00:00:00 BST 2015","Tue May 01 00:00:00 BST 2018","5","F","M","D","Estate"
"CITROEN","C5","C5 DIESEL TOURER","CIC520E8T5TDTA","2.0 BlueHDI 16V Exclusive 180 5dr EAT6 Techno Pk","Wed Jul 01 00:00:00 BST 2015","Tue May 01 00:00:00 BST 2018","5","F","A","D","Estate"
"FIAT","FIORINO","FIORINO COMBI DIESEL ESTATE","FIFI12AT85EDTA","1.3 Multijet 80 Active 5dr [5 seat] Comfort Matic","Wed Jul 01 00:00:00 BST 2015","Fri Jun 24 00:00:00 BST 2016","5","F","A","D","Estate"
"FIAT","FIORINO","FIORINO COMBI DIESEL ESTATE","FIFI12AT85EDTM","1.3 Multijet 80 Active 5dr [5 seat]","Wed Jul 01 00:00:00 BST 2015","Fri Jun 24 00:00:00 BST 2016","5","F","M","D","Estate"
"FIAT","FIORINO","FIORINO COMBI DIESEL ESTATE","FIFI12AD95EDTM","1.3 Multijet 95 Adventure 5dr [5 seat]","Wed Jul 01 00:00:00 BST 2015","Fri Jun 24 00:00:00 BST 2016","5","F","M","D","Estate"
"FIAT","FIORINO","FIORINO COMBI DIESEL ESTATE","FIFI12AT95EDTM","1.3 Multijet 95 Active 5dr [5 seat] Start Stop","Wed Jul 01 00:00:00 BST 2015","Fri Jun 24 00:00:00 BST 2016","5","F","M","D","Estate"
"FIAT","FIORINO","FIORINO COMBI DIESEL ESTATE","FIFI12SS85EDTA","1.3 Multijet 80 SX 5dr [5 seat] [SS] Comfort Matic","Wed Jul 01 00:00:00 BST 2015","Fri Jun 24 00:00:00 BST 2016","5","F","A","D","Estate"
"FIAT","FIORINO","FIORINO COMBI DIESEL ESTATE","FIFI12SS85EDTM","1.3 Multijet 80 SX 5dr [5 seat] Start Stop","Wed Jul 01 00:00:00 BST 2015","Fri Jun 24 00:00:00 BST 2016","5","F","M","D","Estate"
"FIAT","FIORINO","FIORINO COMBI DIESEL ESTATE","FIFI12SX85EDTA","1.3 Multijet 80 SX 5dr [5 seat] Comfort Matic","Wed Jul 01 00:00:00 BST 2015","Fri Jun 24 00:00:00 BST 2016","5","F","A","D","Estate"
"FIAT","FIORINO","FIORINO COMBI DIESEL ESTATE","FIFI12SX85EDTM","1.3 Multijet 80 SX 5dr [5 seat]","Wed Jul 01 00:00:00 BST 2015","Fri Jun 24 00:00:00 BST 2016","5","F","M","D","Estate"
"FIAT","FIORINO","FIORINO COMBI DIESEL ESTATE","FIFI12A8S5EDTA","1.3 Multijet 80 Active 5dr [5 seat] [SS] Comfort","Wed Jul 01 00:00:00 BST 2015","Fri Jun 24 00:00:00 BST 2016","5","F","A","D","Estate"
"FIAT","FIORINO","FIORINO COMBI DIESEL ESTATE","FIFI12A8S5EDTM","1.3 Multijet 80 Active 5dr [5 seat] Start Stop","Wed Jul 01 00:00:00 BST 2015","Fri Jun 24 00:00:00 BST 2016","5","F","M","D","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE ESTATE","CIBE16FE 5EPIM  2","1.6 VTi 95 Feel 5dr","Mon Apr 04 00:00:00 BST 2016","Sat Sep 01 00:00:00 BST 2018","5","F","M","P","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE ESTATE","CIBE12FE 5EPTM  2","1.2 PureTech Feel 5dr","Mon Feb 01 00:00:00 GMT 2016","Sat Sep 01 00:00:00 BST 2018","5","F","M","P","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE ESTATE","CIBE12FL 5EPTM  2","1.2 PureTech Flair 5dr","Sat Oct 01 00:00:00 BST 2016","Sat Sep 01 00:00:00 BST 2018","5","F","M","P","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE ESTATE","CIBE16FEN5EPIM  2","1.6 VTi 95 Feel Edition 5dr","Mon Apr 04 00:00:00 BST 2016","Sat Oct 01 00:00:00 BST 2016","5","F","M","P","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE ESTATE","CIBE16TO95EPIM  2","1.6i 16V VTi 95 Touch 5dr","Fri May 01 00:00:00 BST 2015","Sat Oct 01 00:00:00 BST 2016","5","F","M","P","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE DIESEL ESTATE","CIBE16FL25EDTM  2","1.6 BlueHDi 120 Flair 5dr","Sat Oct 01 00:00:00 BST 2016","Sat Sep 01 00:00:00 BST 2018","5","F","M","D","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE DIESEL ESTATE","CIBE16FF75EDTM  2","1.6 BlueHDi 100 Feel Family Pack [7 Seat] 5dr","Fri May 01 00:00:00 BST 2015","Sat Sep 01 00:00:00 BST 2018","5","F","M","D","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE DIESEL ESTATE","CIBE16FE 5EDTA  2","1.6 BlueHDi 100 Feel 5dr ETG6","Fri May 01 00:00:00 BST 2015","Sat Sep 01 00:00:00 BST 2018","5","F","A","D","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE DIESEL ESTATE","CIBE16FE 5EDTM  2","1.6 BlueHDi 100 Feel 5dr","Fri May 01 00:00:00 BST 2015","Sat Sep 01 00:00:00 BST 2018","5","F","M","D","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE DIESEL ESTATE","CIBE16FE75EDTM  2","1.6 BlueHDi 75 Feel 5dr","Fri May 01 00:00:00 BST 2015","Sat Oct 01 00:00:00 BST 2016","5","F","M","D","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE DIESEL ESTATE","CIBE16FEN5EDTM  2","1.6 BlueHDi 100 Feel Edition 5dr","Fri May 01 00:00:00 BST 2015","Sat Oct 01 00:00:00 BST 2016","5","F","M","D","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE DIESEL ESTATE","CIBE16FEN5EDTA  2","1.6 BlueHDi 100 Feel Edition 5dr ETG6","Fri May 01 00:00:00 BST 2015","Sat Oct 01 00:00:00 BST 2016","5","F","A","D","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE DIESEL ESTATE","CIBE16FNS5EDTM  2","1.6 BlueHDi 100 Feel Edition 5dr [Start Stop]","Fri May 01 00:00:00 BST 2015","Sat Oct 01 00:00:00 BST 2016","5","F","M","D","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE DIESEL ESTATE","CIBE16XT05EDTM  2","1.6 BlueHDi 100 XTR 5dr","Fri May 01 00:00:00 BST 2015","Sat Oct 01 00:00:00 BST 2016","5","F","M","D","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE DIESEL ESTATE","CIBE16XT05EDTA  2","1.6 BlueHDi 100 XTR 5dr ETG6","Fri May 01 00:00:00 BST 2015","Sat Oct 01 00:00:00 BST 2016","5","F","A","D","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE DIESEL ESTATE","CIBE16XS05EDTM  2","1.6 BlueHDi 100 XTR 5dr [Start Stop]","Fri May 01 00:00:00 BST 2015","Sat Oct 01 00:00:00 BST 2016","5","F","M","D","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE DIESEL ESTATE","CIBE16XT25EDTM  2","1.6 BlueHDi 120 XTR 5dr","Fri May 01 00:00:00 BST 2015","Sat Oct 01 00:00:00 BST 2016","5","F","M","D","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE DIESEL ESTATE","CIBE16FL 5EDTM  2","1.6 BlueHDi 100 Flair 5dr","Sat Oct 01 00:00:00 BST 2016","Sat Sep 01 00:00:00 BST 2018","5","F","M","D","Estate"
"CITROEN","BERLINGO MULTISPACE","BERLINGO MULTISPACE DIESEL ESTATE","CIBE16FL 5EDTA  2","1.6 BlueHDi 100 Flair 5dr ETG6","Sat Oct 01 00:00:00 BST 2016","Sat Sep 01 00:00:00 BST 2018","5","F","A","D","Estate"
"HYUNDAI","I800","I800 DIESEL ESTATE","HYI825SEN5EDTA","2.5 CRDi SE Nav 5dr Auto","Thu Jun 01 00:00:00 BST 2017","Sun Jul 01 00:00:00 BST 2018","5","R","A","D","MPV"
"HYUNDAI","I800","I800 DIESEL ESTATE","HYI825SEN5EDTM","2.5 CRDi [136] SE Nav 5dr","Thu Jun 01 00:00:00 BST 2017","Sun Jul 01 00:00:00 BST 2018","5","R","M","D","MPV"
"BMW","ALPINA","ALPINA CONVERTIBLE","BMAL30B4S2VPTA","B4 S 3.0 [440] Bi Turbo 2dr Switch-Tronic","Sat Jul 01 00:00:00 BST 2017","","2","R","A","P","Sports"
"BMW","ALPINA","ALPINA CONVERTIBLE","BMAL44B662VPTA  5","B6 V8 [608] Bi Turbo 2dr Switch-Tronic","Fri Sep 01 00:00:00 BST 2017","Thu Mar 01 00:00:00 GMT 2018","2","R","A","P","Sports"
"FORD","KA","KA HATCHBACK","FOKA12ZB 3HPIM  1","1.2 Zetec Black Edition 3dr","Mon May 04 00:00:00 BST 2015","Fri Sep 30 00:00:00 BST 2016","3","F","M","P","Hatchback"
"FORD","KA","KA HATCHBACK","FOKA12TIL3HPIM  1","1.2 Titanium 3dr [Leather]","Mon May 04 00:00:00 BST 2015","Fri Sep 30 00:00:00 BST 2016","3","F","M","P","Hatchback"
"FORD","KA","KA HATCHBACK","FOKA12ZW 3HPIM  1","1.2 Zetec White Edition 3dr","Mon May 04 00:00:00 BST 2015","Fri Sep 30 00:00:00 BST 2016","3","F","M","P","Hatchback"
"FORD","KA","KA HATCHBACK","FOKA12STV3HPIM  1","1.2 Style 3dr [Start Stop]","Mon May 04 00:00:00 BST 2015","Fri Sep 30 00:00:00 BST 2016","3","F","M","P","Hatchback"
"CITROEN","C3 PICASSO","C3 PICASSO ESTATE","CI3P12PVT5EPTM","1.2 PureTech VT 5dr","Mon Jun 01 00:00:00 BST 2015","Wed Sep 30 00:00:00 BST 2015","5","F","M","P","MPV"
"CITROEN","C3 PICASSO","C3 PICASSO ESTATE","CI3P12PTE5EPTM","1.2 PureTech Exclusive 5dr","Mon Jun 01 00:00:00 BST 2015","Wed Sep 30 00:00:00 BST 2015","5","F","M","P","MPV"
"CITROEN","C3 PICASSO","C3 PICASSO ESTATE","CI3P12PED5EPTM","1.2 PureTech Edition 5dr","Thu Oct 01 00:00:00 BST 2015","Sun Jun 11 00:00:00 BST 2017","5","F","M","P","MPV"
"CITROEN","C3 PICASSO","C3 PICASSO ESTATE","CI3P12VP 5EPTM","1.2 PureTech VTR+ 5dr","Mon Jun 01 00:00:00 BST 2015","Wed Sep 30 00:00:00 BST 2015","5","F","M","P","MPV"
"CITROEN","C3 PICASSO","C3 PICASSO ESTATE","CI3P12PPL5EPTM","1.2 PureTech Platinum 5dr","Thu Oct 01 00:00:00 BST 2015","Sun Jun 11 00:00:00 BST 2017","5","F","M","P","MPV"
"CITROEN","C3 PICASSO","C3 PICASSO DIESEL ESTATE","CI3P16BEX5EDTM","1.6 BlueHDi Exclusive 5dr","Mon Jun 01 00:00:00 BST 2015","Wed Sep 30 00:00:00 BST 2015","5","F","M","D","MPV"
"CITROEN","C3 PICASSO","C3 PICASSO DIESEL ESTATE","CI3P16BPL5EDTM","1.6 BlueHDi Platinum 5dr","Thu Oct 01 00:00:00 BST 2015","Sun Jun 11 00:00:00 BST 2017","5","F","M","D","MPV"
"CITROEN","C3 PICASSO","C3 PICASSO DIESEL ESTATE","CI3P16BED5EDTM","1.6 BlueHDi Edition 5dr","Thu Oct 01 00:00:00 BST 2015","Sun Jun 11 00:00:00 BST 2017","5","F","M","D","MPV"
"CITROEN","C3 PICASSO","C3 PICASSO DIESEL ESTATE","CI3P16BVP5EDTM","1.6 BlueHDi VTR+ 5dr","Mon Jun 01 00:00:00 BST 2015","Wed Sep 30 00:00:00 BST 2015","5","F","M","D","MPV"
"BMW","Z4","Z4 ROADSTER","BMZ420M8N2RPTM  2","18i sDrive M Sport 2dr [Nav]","Wed Jul 01 00:00:00 BST 2015","Sun Jan 01 00:00:00 GMT 2017","2","R","M","P","Sports"
"BMW","Z4","Z4 ROADSTER","BMZ42020N2RPTM  2","20i sDrive 2dr [Nav]","Wed Jul 01 00:00:00 BST 2015","Sun Jan 01 00:00:00 GMT 2017","2","R","M","P","Sports"
"BMW","Z4","Z4 ROADSTER","BMZ42020N2RPTA  2","20i sDrive 2dr [Nav] Auto","Wed Jul 01 00:00:00 BST 2015","Sun Jan 01 00:00:00 GMT 2017","2","R","A","P","Sports"
"BMW","Z4","Z4 ROADSTER","BMZ420MPN2RPTM  2","20i sDrive M Sport 2dr [Nav]","Wed Jul 01 00:00:00 BST 2015","Sun Jan 01 00:00:00 GMT 2017","2","R","M","P","Sports"
"BMW","Z4","Z4 ROADSTER","BMZ420MPN2RPTA  2","20i sDrive M Sport 2dr [Nav] Auto","Wed Jul 01 00:00:00 BST 2015","Sun Jan 01 00:00:00 GMT 2017","2","R","A","P","Sports"
"BMW","Z4","Z4 ROADSTER","BMZ430ISN2RPTA  2","35is sDrive 2dr [Nav] DCT","Wed Jul 01 00:00:00 BST 2015","Sun Jan 01 00:00:00 GMT 2017","2","R","A","P","Sports"
"BMW","Z4","Z4 ROADSTER","BMZ430MPN2RPTA  2","35i sDrive M Sport 2dr [Nav] DCT","Wed Jul 01 00:00:00 BST 2015","Sun Jan 01 00:00:00 GMT 2017","2","R","A","P","Sports"
"BMW","Z4","Z4 ROADSTER","BMZ430MPN2RPTM  2","35i sDrive M Sport 2dr [Nav]","Wed Jul 01 00:00:00 BST 2015","Sun Jan 01 00:00:00 GMT 2017","2","R","M","P","Sports"
"BMW","Z4","Z4 ROADSTER","BMZ4208NM2RPTA  2","28i sDrive M Sport 2dr [Nav] Auto","Wed Jul 01 00:00:00 BST 2015","Sun Jan 01 00:00:00 GMT 2017","2","R","A","P","Sports"
"BMW","Z4","Z4 ROADSTER","BMZ4208NM2RPTM  2","28i sDrive M Sport 2dr [Nav]","Wed Jul 01 00:00:00 BST 2015","Sun Jan 01 00:00:00 GMT 2017","2","R","M","P","Sports"
"BMW","Z4","Z4 ROADSTER","BMZ42018N2RPTM  2","18i sDrive 2dr [Nav]","Wed Jul 01 00:00:00 BST 2015","Sun Jan 01 00:00:00 GMT 2017","2","R","M","P","Sports"
"BMW","Z4","Z4 ROADSTER","BMZ42018N2RPTA  2","18i sDrive 2dr [Nav] Auto","Wed Jul 01 00:00:00 BST 2015","Sun Jan 01 00:00:00 GMT 2017","2","R","A","P","Sports"
"BMW","Z4","Z4 ROADSTER","BMZ420M8N2RPTA  2","18i sDrive M Sport 2dr [Nav] Auto","Wed Jul 01 00:00:00 BST 2015","Sun Jan 01 00:00:00 GMT 2017","2","R","A","P","Sports"
"FIAT","QUBO","QUBO DIESEL ESTATE","FIQU12J8A5EDTM","1.3 Multijet 80 Active 5dr","Wed Jul 01 00:00:00 BST 2015","Thu Sep 01 00:00:00 BST 2016","5","F","M","D","Estate"
"FIAT","QUBO","QUBO DIESEL ESTATE","FIQU12ML85EDTA","1.3 Multijet 80 MyLife 5dr Dualogic","Wed Jul 01 00:00:00 BST 2015","Thu Sep 01 00:00:00 BST 2016","5","F","A","D","Estate"
"FIAT","QUBO","QUBO DIESEL ESTATE","FIQU12ML85EDTM","1.3 Multijet 80 MyLife 5dr","Wed Jul 01 00:00:00 BST 2015","Thu Sep 01 00:00:00 BST 2016","5","F","M","D","Estate"
"FIAT","QUBO","QUBO DIESEL ESTATE","FIQU12J8A5EDTA","1.3 Multijet 80 Active 5dr Dualogic","Wed Jul 01 00:00:00 BST 2015","Thu Sep 01 00:00:00 BST 2016","5","F","A","D","Estate"
"FIAT","500","500 HATCHBACK SPECIAL EDITIONS","FI5012VN53HPIM","1.2 Vintage '57 3dr","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","3","F","M","P","Hatchback"
"FIAT","500","500 HATCHBACK SPECIAL EDITIONS","FI5009VN53HPTM","0.9 TwinAir Vintage '57 3dr","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","3","F","M","P","Hatchback"
"FIAT","500","500 HATCHBACK SPECIAL EDITIONS","FI5009VN53HPTA","0.9 TwinAir Vintage '57 3dr Dualogic","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","3","F","A","P","Hatchback"
"FIAT","500","500 HATCHBACK SPECIAL EDITIONS","FI5012VN53HPIA","1.2 Vintage '57 3dr Dualogic","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","3","F","A","P","Hatchback"
"FIAT","500","500C CONVERTIBLE","FI5009PSR2VPTM","0.9 TwinAir Pop Star 2dr","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","2","F","M","P","Sports"
"FIAT","500","500C CONVERTIBLE","FI5009PS52VPTM","0.9 TwinAir 105 Pop Star 2dr","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","2","F","M","P","Sports"
"FIAT","500","500C CONVERTIBLE","FI5009PSR2VPTA","0.9 TwinAir Pop Star 2dr Dualogic","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","2","F","A","P","Sports"
"FIAT","500","500C CONVERTIBLE","FI5012PSR2VPIA","1.2 Pop Star 2dr Dualogic","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","2","F","A","P","Sports"
"FIAT","500","500C CONVERTIBLE","FI5012PSR2VPIM","1.2 Pop Star 2dr","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","2","F","M","P","Sports"
"FIAT","500","500C DIESEL CONVERTIBLE","FI5012PS92VDTM","1.3 Multijet 95 Pop Star 2dr","Wed Apr 01 00:00:00 BST 2015","Tue Jun 30 00:00:00 BST 2015","2","F","M","D","Sports"
"ASTON MARTIN","VANTAGE","V12 VANTAGE COUPE SPECIAL EDITIONS","ASV159AMR2CPIA","AMR 2dr Sportshift III","Fri Apr 28 00:00:00 BST 2017","Sun Apr 01 00:00:00 BST 2018","2","R","A","P","Coupe"
"ASTON MARTIN","VANTAGE","V12 VANTAGE COUPE SPECIAL EDITIONS","ASV159AMR2CPIM","AMR 2dr","Fri Apr 28 00:00:00 BST 2017","Sun Apr 01 00:00:00 BST 2018","2","R","M","P","Coupe"
"ASTON MARTIN","VANTAGE","V12 VANTAGE COUPE SPECIAL EDITIONS","ASV159S  2CPIM","S 2dr","Wed Jun 01 00:00:00 BST 2016","Thu Feb 01 00:00:00 GMT 2018","2","R","M","P","Coupe"
"ROLLS-ROYCE","GHOST","GHOST SALOON","RRGH66BB 4SPTA","Black Badge 4dr Auto","Thu Sep 01 00:00:00 BST 2016","Mon Jul 31 00:00:00 BST 2017","4","R","A","P","Saloon"
"CITROEN","C3 PICASSO","C3 PICASSO ESTATE SPECIAL EDITION","CI3P16BSL5EDTM","1.6 BlueHDi Selection 5dr","Mon Jun 01 00:00:00 BST 2015","Wed Sep 30 00:00:00 BST 2015","5","F","M","D","MPV"
"CITROEN","C3 PICASSO","C3 PICASSO ESTATE SPECIAL EDITION","CI3P12PSE5EPTM","1.2 PureTech Selection 5dr","Mon Jun 01 00:00:00 BST 2015","Wed Sep 30 00:00:00 BST 2015","5","F","M","P","MPV"
"NISSAN","370Z","370Z COUPE SPECIAL EDITIONS","NI37375AN3CPIA","3.7 V6 [328] 50th Anniversary 3dr Auto","Wed Jun 05 00:00:00 BST 2019","","3","R","A","P","Coupe"
"NISSAN","370Z","370Z COUPE SPECIAL EDITIONS","NI37375AN3CPIM","3.7 V6 [328] 50th Anniversary 3dr","Wed Jun 05 00:00:00 BST 2019","","3","R","M","P","Coupe"
"ALFA ROMEO","GIULIETTA","GIULIETTA HATCHBACK","ALGI14SPL5HPTM","1.4 TB Speciale 5dr","Fri Mar 01 00:00:00 GMT 2019","","5","F","M","P","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA HATCHBACK","ALGI14SPE5HPTM","1.4 TB MultiAir 150 Speciale 5dr","Fri Apr 01 00:00:00 BST 2016","Sun Mar 31 00:00:00 GMT 2019","5","F","M","P","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA HATCHBACK","ALGI14SUP5HPTA","1.4 TB MultiAir Super 5dr TCT","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","A","P","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA HATCHBACK","ALGI14SUL5HPTA","1.4 TB MultiAir Super 5dr TCT [Lusso]","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","A","P","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA HATCHBACK","ALGI14SPE5HPTA","1.4 TB MultiAir Speciale 5dr TCT","Fri Apr 01 00:00:00 BST 2016","Fri Mar 01 00:00:00 GMT 2019","5","F","A","P","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA HATCHBACK","ALGI17VEO5HPTA","1.75 TBi 240 Veloce 5dr TCT","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","A","P","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA HATCHBACK","ALGI14SPO5HPTM","1.4 TB Sport 5dr","Sun Oct 01 00:00:00 BST 2017","Sun Mar 31 00:00:00 GMT 2019","5","F","M","P","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA HATCHBACK","ALGI14SEP5HPTM","1.4 TB Super 5dr","Sat Sep 01 00:00:00 BST 2018","","5","F","M","P","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA HATCHBACK","ALGI14SEU5HPTM","1.4 TB Super 5dr [Lusso]","Sat Sep 01 00:00:00 BST 2018","Sun Mar 31 00:00:00 GMT 2019","5","F","M","P","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA HATCHBACK","ALGI14MUA5HPTM","1.4 TB MultiAir 150 5dr","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","M","P","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA HATCHBACK","ALGI14SUL5HPTM","1.4 TB MultiAir 150 Super 5dr [Lusso]","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","M","P","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA HATCHBACK","ALGI14SUP5HPTM","1.4 TB MultiAir 150 Super 5dr","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","M","P","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA HATCHBACK","ALGI14   5HPTM","1.4 TB 5dr","Fri Apr 01 00:00:00 BST 2016","Sun Mar 31 00:00:00 GMT 2019","5","F","M","P","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI20SPE5HDTM","2.0 JTDM-2 Speciale 5dr","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","M","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI16BU25HDTM","1.6 JTDM-2 120 Business 5dr","Mon Jun 01 00:00:00 BST 2015","Mon Feb 29 00:00:00 GMT 2016","5","F","M","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI16PR25HDTM","1.6 JTDM-2 120 Progression 5dr","Mon Jun 01 00:00:00 BST 2015","Mon Feb 29 00:00:00 GMT 2016","5","F","M","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI16   5HDTM","1.6 JTDM-2 120 5dr","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","M","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI16   5HDTA","1.6 JTDM-2 120 5dr TCT","Fri Apr 01 00:00:00 BST 2016","Fri Aug 31 00:00:00 BST 2018","5","F","A","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI16DT25HDTM","1.6 JTDM-2 120 Distinctive 5dr","Mon Jun 01 00:00:00 BST 2015","Mon Feb 29 00:00:00 GMT 2016","5","F","M","D","Hatchback"
"ALFA ROMEO","GIULIETTA","GIULIETTA DIESEL HATCHBACK","ALGI16SL25HDTM","1.6 JTDM-2 120 Speciale 5dr","Fri Mar 01 00:00:00 GMT 2019","","5","F","M","D","Hatchback"
